# Timer data started: Fri Mar 17 18:29:48 2023
# timer(10 ns), starts, total starts, total stops
37, 109, 1765560, 7714
3019, 203, 1765763, 7715
278, 231, 1765994, 7716
257, 5, 1765999, 7717
2241, 360, 1766359, 7718
24, 496, 1766855, 7719
19, 10, 1766865, 7720
35, 318, 1767183, 7721
456, 20, 1767203, 7722
784, 163, 1767366, 7723
1435, 250, 1767616, 7724
25, 273, 1767889, 7725
217, 56, 1767945, 7726
193, 202, 1768147, 7727
172, 352, 1768499, 7728
2140, 47, 1768546, 7729
19, 243, 1768789, 7730
3583, 507, 1769296, 7731
17, 658, 1769954, 7732
852, 33, 1769987, 7733
1309, 314, 1770301, 7734
555, 258, 1770559, 7735
114, 5, 1770564, 7736
39, 45, 1770609, 7737
130, 823, 1771432, 7738
649, 534, 1771966, 7739
836, 570, 1772536, 7740
4062, 3, 1772539, 7741
216, 370, 1772909, 7742
1136, 135, 1773044, 7743
230, 2, 1773046, 7744
154, 45, 1773091, 7745
1553, 157, 1773248, 7746
1668, 775, 1774023, 7747
86, 364, 1774387, 7748
120, 289, 1774676, 7749
72, 533, 1775209, 7750
4028, 270, 1775479, 7751
220, 111, 1775590, 7752
69, 61, 1775651, 7753
25, 214, 1775865, 7754
202, 252, 1776117, 7755
263, 165, 1776282, 7756
1083, 508, 1776790, 7757
3059, 788, 1777578, 7758
102, 15, 1777593, 7759
44, 96, 1777689, 7760
1901, 453, 1778142, 7761
655, 31, 1778173, 7762
1703, 126, 1778299, 7763
3018, 58, 1778357, 7764
544, 165, 1778522, 7765
2280, 300, 1778822, 7766
366, 115, 1778937, 7767
1013, 919, 1779856, 7768
18, 149, 1780005, 7769
244, 217, 1780222, 7770
1540, 315, 1780537, 7771
443, 124, 1780661, 7772
21, 94, 1780755, 7773
24, 364, 1781119, 7774
124, 54, 1781173, 7775
4064, 524, 1781697, 7776
3345, 111, 1781808, 7777
369, 303, 1782111, 7778
11, 432, 1782543, 7779
32, 815, 1783358, 7780
326, 1288, 1784646, 7781
3488, 92, 1784738, 7782
119, 307, 1785045, 7783
352, 11, 1785056, 7784
107, 124, 1785180, 7785
3746, 38, 1785218, 7786
347, 93, 1785311, 7787
64, 592, 1785903, 7788
47, 13, 1785916, 7789
2382, 205, 1786121, 7790
1556, 173, 1786294, 7791
3715, 3, 1786297, 7792
2338, 38, 1786335, 7793
1933, 243, 1786578, 7794
264, 102, 1786680, 7795
3903, 374, 1787054, 7796
46, 19, 1787073, 7797
381, 394, 1787467, 7798
3577, 82, 1787549, 7799
747, 305, 1787854, 7800
237, 80, 1787934, 7801
126, 79, 1788013, 7802
195, 42, 1788055, 7803
443, 79, 1788134, 7804
849, 298, 1788432, 7805
72, 99, 1788531, 7806
3166, 59, 1788590, 7807
175, 518, 1789108, 7808
188, 64, 1789172, 7809
88, 53, 1789225, 7810
154, 550, 1789775, 7811
148, 139, 1789914, 7812
77, 546, 1790460, 7813
101, 206, 1790666, 7814
11, 98, 1790764, 7815
90, 40, 1790804, 7816
3068, 469, 1791273, 7817
1821, 656, 1791929, 7818
1604, 92, 1792021, 7819
4038, 536, 1792557, 7820
70, 75, 1792632, 7821
738, 540, 1793172, 7822
183, 226, 1793398, 7823
1972, 355, 1793753, 7824
318, 765, 1794518, 7825
295, 304, 1794822, 7826
34, 245, 1795067, 7827
2052, 1, 1795068, 7828
164, 434, 1795502, 7829
1242, 76, 1795578, 7830
365, 605, 1796183, 7831
178, 132, 1796315, 7832
333, 338, 1796653, 7833
160, 293, 1796946, 7834
3127, 28, 1796974, 7835
50, 63, 1797037, 7836
3470, 392, 1797429, 7837
67, 1038, 1798467, 7838
34, 164, 1798631, 7839
101, 765, 1799396, 7840
187, 130, 1799526, 7841
124, 152, 1799678, 7842
1947, 267, 1799945, 7843
866, 291, 1800236, 7844
121, 31, 1800267, 7845
3453, 148, 1800415, 7846
198, 130, 1800545, 7847
105, 498, 1801043, 7848
72, 423, 1801466, 7849
39, 680, 1802146, 7850
1535, 101, 1802247, 7851
160, 352, 1802599, 7852
63, 156, 1802755, 7853
3185, 16, 1802771, 7854
1046, 382, 1803153, 7855
214, 627, 1803780, 7856
479, 117, 1803897, 7857
28, 222, 1804119, 7858
45, 456, 1804575, 7859
548, 122, 1804697, 7860
369, 108, 1804805, 7861
357, 169, 1804974, 7862
15, 79, 1805053, 7863
202, 67, 1805120, 7864
178, 825, 1805945, 7865
391, 13, 1805958, 7866
3930, 344, 1806302, 7867
44, 27, 1806329, 7868
15, 49, 1806378, 7869
3539, 120, 1806498, 7870
3786, 1168, 1807666, 7871
1469, 851, 1808517, 7872
3703, 5, 1808522, 7873
254, 12, 1808534, 7874
237, 234, 1808768, 7875
39, 150, 1808918, 7876
46, 568, 1809486, 7877
749, 230, 1809716, 7878
166, 71, 1809787, 7879
32, 166, 1809953, 7880
15, 133, 1810086, 7881
87, 82, 1810168, 7882
153, 633, 1810801, 7883
71, 54, 1810855, 7884
160, 155, 1811010, 7885
71, 82, 1811092, 7886
200, 41, 1811133, 7887
97, 325, 1811458, 7888
3688, 314, 1811772, 7889
116, 50, 1811822, 7890
2146, 333, 1812155, 7891
2482, 278, 1812433, 7892
88, 130, 1812563, 7893
43, 421, 1812984, 7894
847, 60, 1813044, 7895
2904, 65, 1813109, 7896
123, 331, 1813440, 7897
2677, 396, 1813836, 7898
341, 557, 1814393, 7899
3071, 125, 1814518, 7900
229, 85, 1814603, 7901
3026, 219, 1814822, 7902
26, 95, 1814917, 7903
451, 230, 1815147, 7904
173, 218, 1815365, 7905
122, 15, 1815380, 7906
291, 135, 1815515, 7907
851, 243, 1815758, 7908
198, 429, 1816187, 7909
4078, 371, 1816558, 7910
238, 25, 1816583, 7911
245, 120, 1816703, 7912
20, 600, 1817303, 7913
1811, 94, 1817397, 7914
2664, 29, 1817426, 7915
279, 687, 1818113, 7916
906, 92, 1818205, 7917
57, 115, 1818320, 7918
646, 644, 1818964, 7919
549, 58, 1819022, 7920
3636, 95, 1819117, 7921
43, 47, 1819164, 7922
329, 587, 1819751, 7923
215, 62, 1819813, 7924
88, 276, 1820089, 7925
530, 8, 1820097, 7926
35, 18, 1820115, 7927
99, 833, 1820948, 7928
162, 90, 1821038, 7929
320, 152, 1821190, 7930
1722, 185, 1821375, 7931
49, 113, 1821488, 7932
1228, 30, 1821518, 7933
654, 303, 1821821, 7934
361, 440, 1822261, 7935
447, 271, 1822532, 7936
299, 441, 1822973, 7937
1705, 77, 1823050, 7938
972, 363, 1823413, 7939
68, 164, 1823577, 7940
218, 35, 1823612, 7941
55, 76, 1823688, 7942
266, 1026, 1824714, 7943
36, 284, 1824998, 7944
1894, 347, 1825345, 7945
2734, 77, 1825422, 7946
691, 26, 1825448, 7947
2047, 29, 1825477, 7948
1531, 517, 1825994, 7949
1545, 214, 1826208, 7950
77, 140, 1826348, 7951
55, 105, 1826453, 7952
1115, 914, 1827367, 7953
187, 47, 1827414, 7954
123, 117, 1827531, 7955
2172, 365, 1827896, 7956
92, 365, 1828261, 7957
2125, 509, 1828770, 7958
14, 288, 1829058, 7959
170, 118, 1829176, 7960
2587, 499, 1829675, 7961
166, 439, 1830114, 7962
55, 87, 1830201, 7963
17, 111, 1830312, 7964
66, 112, 1830424, 7965
3656, 18, 1830442, 7966
98, 38, 1830480, 7967
225, 140, 1830620, 7968
3755, 107, 1830727, 7969
9, 325, 1831052, 7970
304, 3, 1831055, 7971
59, 254, 1831309, 7972
11, 8, 1831317, 7973
76, 43, 1831360, 7974
30, 85, 1831445, 7975
2698, 121, 1831566, 7976
67, 24, 1831590, 7977
177, 138, 1831728, 7978
147, 149, 1831877, 7979
1797, 630, 1832507, 7980
518, 36, 1832543, 7981
95, 333, 1832876, 7982
3986, 226, 1833102, 7983
16, 102, 1833204, 7984
71, 47, 1833251, 7985
316, 269, 1833520, 7986
515, 250, 1833770, 7987
37, 121, 1833891, 7988
558, 60, 1833951, 7989
284, 44, 1833995, 7990
109, 319, 1834314, 7991
490, 180, 1834494, 7992
110, 465, 1834959, 7993
246, 164, 1835123, 7994
513, 12, 1835135, 7995
2454, 14, 1835149, 7996
75, 622, 1835771, 7997
890, 119, 1835890, 7998
816, 78, 1835968, 7999
523, 121, 1836089, 8000
212, 405, 1836494, 8001
177, 5, 1836499, 8002
1982, 208, 1836707, 8003
167, 188, 1836895, 8004
1525, 270, 1837165, 8005
130, 549, 1837714, 8006
1097, 193, 1837907, 8007
18, 437, 1838344, 8008
253, 410, 1838754, 8009
285, 211, 1838965, 8010
297, 57, 1839022, 8011
220, 78, 1839100, 8012
60, 122, 1839222, 8013
352, 278, 1839500, 8014
3775, 178, 1839678, 8015
44, 403, 1840081, 8016
121, 177, 1840258, 8017
163, 62, 1840320, 8018
189, 336, 1840656, 8019
340, 93, 1840749, 8020
3510, 166, 1840915, 8021
109, 195, 1841110, 8022
145, 125, 1841235, 8023
172, 418, 1841653, 8024
596, 61, 1841714, 8025
2333, 145, 1841859, 8026
575, 74, 1841933, 8027
600, 275, 1842208, 8028
2814, 413, 1842621, 8029
12, 149, 1842770, 8030
1665, 44, 1842814, 8031
197, 193, 1843007, 8032
130, 667, 1843674, 8033
3747, 1252, 1844926, 8034
376, 326, 1845252, 8035
281, 4, 1845256, 8036
514, 420, 1845676, 8037
141, 316, 1845992, 8038
301, 60, 1846052, 8039
69, 496, 1846548, 8040
561, 93, 1846641, 8041
550, 797, 1847438, 8042
50, 431, 1847869, 8043
1967, 495, 1848364, 8044
217, 300, 1848664, 8045
3655, 108, 1848772, 8046
28, 98, 1848870, 8047
478, 124, 1848994, 8048
1996, 210, 1849204, 8049
1667, 220, 1849424, 8050
585, 242, 1849666, 8051
1079, 442, 1850108, 8052
122, 179, 1850287, 8053
155, 119, 1850406, 8054
1168, 155, 1850561, 8055
59, 93, 1850654, 8056
51, 348, 1851002, 8057
3021, 655, 1851657, 8058
538, 734, 1852391, 8059
151, 248, 1852639, 8060
103, 102, 1852741, 8061
3973, 108, 1852849, 8062
174, 195, 1853044, 8063
244, 44, 1853088, 8064
59, 72, 1853160, 8065
1853, 46, 1853206, 8066
236, 27, 1853233, 8067
175, 408, 1853641, 8068
86, 100, 1853741, 8069
3862, 78, 1853819, 8070
149, 82, 1853901, 8071
857, 215, 1854116, 8072
1268, 603, 1854719, 8073
1382, 283, 1855002, 8074
2088, 3, 1855005, 8075
656, 25, 1855030, 8076
40, 242, 1855272, 8077
701, 85, 1855357, 8078
56, 380, 1855737, 8079
728, 788, 1856525, 8080
403, 167, 1856692, 8081
1939, 316, 1857008, 8082
3141, 1399, 1858407, 8083
43, 94, 1858501, 8084
53, 301, 1858802, 8085
176, 200, 1859002, 8086
245, 51, 1859053, 8087
455, 76, 1859129, 8088
582, 33, 1859162, 8089
211, 83, 1859245, 8090
3282, 144, 1859389, 8091
290, 96, 1859485, 8092
110, 137, 1859622, 8093
77, 213, 1859835, 8094
621, 39, 1859874, 8095
101, 40, 1859914, 8096
38, 285, 1860199, 8097
305, 351, 1860550, 8098
87, 183, 1860733, 8099
2884, 574, 1861307, 8100
3123, 359, 1861666, 8101
21, 92, 1861758, 8102
3589, 448, 1862206, 8103
345, 72, 1862278, 8104
19, 8, 1862286, 8105
1673, 350, 1862636, 8106
429, 358, 1862994, 8107
27, 246, 1863240, 8108
36, 450, 1863690, 8109
378, 269, 1863959, 8110
195, 502, 1864461, 8111
90, 146, 1864607, 8112
163, 276, 1864883, 8113
211, 120, 1865003, 8114
90, 98, 1865101, 8115
155, 702, 1865803, 8116
3122, 135, 1865938, 8117
3618, 1117, 1867055, 8118
253, 59, 1867114, 8119
1774, 130, 1867244, 8120
888, 140, 1867384, 8121
4090, 57, 1867441, 8122
11, 23, 1867464, 8123
1794, 136, 1867600, 8124
2865, 109, 1867709, 8125
167, 18, 1867727, 8126
4080, 180, 1867907, 8127
1808, 69, 1867976, 8128
1412, 107, 1868083, 8129
693, 412, 1868495, 8130
22, 188, 1868683, 8131
3378, 432, 1869115, 8132
185, 225, 1869340, 8133
793, 644, 1869984, 8134
202, 1, 1869985, 8135
69, 53, 1870038, 8136
150, 184, 1870222, 8137
3030, 321, 1870543, 8138
391, 66, 1870609, 8139
214, 389, 1870998, 8140
376, 503, 1871501, 8141
41, 83, 1871584, 8142
1143, 163, 1871747, 8143
801, 520, 1872267, 8144
1954, 429, 1872696, 8145
2619, 217, 1872913, 8146
3646, 93, 1873006, 8147
3639, 643, 1873649, 8148
506, 271, 1873920, 8149
3690, 3, 1873923, 8150
1579, 807, 1874730, 8151
475, 242, 1874972, 8152
614, 249, 1875221, 8153
93, 167, 1875388, 8154
1687, 342, 1875730, 8155
526, 17, 1875747, 8156
439, 233, 1875980, 8157
95, 119, 1876099, 8158
533, 211, 1876310, 8159
1090, 49, 1876359, 8160
38, 140, 1876499, 8161
324, 130, 1876629, 8162
396, 136, 1876765, 8163
239, 483, 1877248, 8164
198, 688, 1877936, 8165
425, 442, 1878378, 8166
29, 175, 1878553, 8167
75, 591, 1879144, 8168
123, 917, 1880061, 8169
1911, 14, 1880075, 8170
365, 330, 1880405, 8171
215, 1141, 1881546, 8172
1759, 489, 1882035, 8173
412, 109, 1882144, 8174
221, 218, 1882362, 8175
102, 194, 1882556, 8176
1071, 22, 1882578, 8177
329, 256, 1882834, 8178
181, 675, 1883509, 8179
612, 26, 1883535, 8180
291, 139, 1883674, 8181
155, 748, 1884422, 8182
279, 225, 1884647, 8183
2960, 205, 1884852, 8184
18, 84, 1884936, 8185
208, 92, 1885028, 8186
2866, 141, 1885169, 8187
577, 88, 1885257, 8188
350, 317, 1885574, 8189
90, 22, 1885596, 8190
462, 201, 1885797, 8191
209, 436, 1886233, 8192
117, 276, 1886509, 8193
308, 91, 1886600, 8194
50, 274, 1886874, 8195
3858, 44, 1886918, 8196
112, 147, 1887065, 8197
3693, 58, 1887123, 8198
42, 166, 1887289, 8199
2444, 653, 1887942, 8200
1489, 21, 1887963, 8201
2844, 87, 1888050, 8202
155, 179, 1888229, 8203
75, 8, 1888237, 8204
243, 187, 1888424, 8205
2117, 268, 1888692, 8206
436, 328, 1889020, 8207
212, 39, 1889059, 8208
112, 58, 1889117, 8209
649, 1056, 1890173, 8210
120, 12, 1890185, 8211
720, 187, 1890372, 8212
82, 52, 1890424, 8213
525, 175, 1890599, 8214
307, 152, 1890751, 8215
239, 328, 1891079, 8216
17, 122, 1891201, 8217
418, 85, 1891286, 8218
3640, 63, 1891349, 8219
1162, 456, 1891805, 8220
485, 131, 1891936, 8221
32, 53, 1891989, 8222
581, 818, 1892807, 8223
988, 800, 1893607, 8224
24, 36, 1893643, 8225
3445, 144, 1893787, 8226
33, 977, 1894764, 8227
148, 58, 1894822, 8228
411, 550, 1895372, 8229
96, 22, 1895394, 8230
356, 102, 1895496, 8231
703, 166, 1895662, 8232
94, 417, 1896079, 8233
118, 695, 1896774, 8234
67, 247, 1897021, 8235
194, 171, 1897192, 8236
136, 94, 1897286, 8237
2576, 1, 1897287, 8238
1987, 307, 1897594, 8239
101, 356, 1897950, 8240
105, 259, 1898209, 8241
66, 114, 1898323, 8242
1445, 39, 1898362, 8243
79, 186, 1898548, 8244
305, 101, 1898649, 8245
96, 241, 1898890, 8246
1371, 177, 1899067, 8247
315, 337, 1899404, 8248
3046, 31, 1899435, 8249
271, 208, 1899643, 8250
4016, 127, 1899770, 8251
456, 210, 1899980, 8252
199, 583, 1900563, 8253
128, 70, 1900633, 8254
1992, 142, 1900775, 8255
135, 68, 1900843, 8256
3642, 28, 1900871, 8257
992, 6, 1900877, 8258
2575, 116, 1900993, 8259
160, 55, 1901048, 8260
107, 371, 1901419, 8261
41, 1196, 1902615, 8262
3300, 71, 1902686, 8263
102, 117, 1902803, 8264
21, 74, 1902877, 8265
257, 2, 1902879, 8266
1738, 459, 1903338, 8267
2765, 143, 1903481, 8268
2667, 105, 1903586, 8269
353, 73, 1903659, 8270
2370, 733, 1904392, 8271
170, 43, 1904435, 8272
131, 69, 1904504, 8273
128, 88, 1904592, 8274
2577, 139, 1904731, 8275
184, 46, 1904777, 8276
874, 5, 1904782, 8277
1713, 52, 1904834, 8278
2565, 115, 1904949, 8279
96, 80, 1905029, 8280
454, 191, 1905220, 8281
550, 194, 1905414, 8282
1081, 7, 1905421, 8283
3497, 99, 1905520, 8284
1853, 232, 1905752, 8285
361, 36, 1905788, 8286
3082, 367, 1906155, 8287
23, 321, 1906476, 8288
24, 378, 1906854, 8289
311, 92, 1906946, 8290
865, 132, 1907078, 8291
3334, 187, 1907265, 8292
425, 25, 1907290, 8293
3197, 18, 1907308, 8294
149, 74, 1907382, 8295
3067, 216, 1907598, 8296
214, 245, 1907843, 8297
629, 23, 1907866, 8298
120, 154, 1908020, 8299
128, 414, 1908434, 8300
226, 72, 1908506, 8301
266, 39, 1908545, 8302
118, 94, 1908639, 8303
105, 147, 1908786, 8304
533, 46, 1908832, 8305
58, 130, 1908962, 8306
327, 414, 1909376, 8307
280, 54, 1909430, 8308
3716, 120, 1909550, 8309
628, 312, 1909862, 8310
95, 102, 1909964, 8311
76, 14, 1909978, 8312
23, 393, 1910371, 8313
23, 361, 1910732, 8314
28, 360, 1911092, 8315
671, 123, 1911215, 8316
854, 659, 1911874, 8317
56, 332, 1912206, 8318
405, 633, 1912839, 8319
3148, 167, 1913006, 8320
2266, 51, 1913057, 8321
322, 88, 1913145, 8322
72, 121, 1913266, 8323
527, 119, 1913385, 8324
298, 13, 1913398, 8325
454, 169, 1913567, 8326
1195, 66, 1913633, 8327
20, 62, 1913695, 8328
109, 145, 1913840, 8329
134, 82, 1913922, 8330
69, 527, 1914449, 8331
149, 203, 1914652, 8332
77, 222, 1914874, 8333
4016, 197, 1915071, 8334
3285, 49, 1915120, 8335
168, 142, 1915262, 8336
3346, 240, 1915502, 8337
44, 132, 1915634, 8338
93, 368, 1916002, 8339
128, 28, 1916030, 8340
2970, 49, 1916079, 8341
54, 47, 1916126, 8342
140, 409, 1916535, 8343
3640, 263, 1916798, 8344
136, 34, 1916832, 8345
76, 141, 1916973, 8346
22, 60, 1917033, 8347
81, 171, 1917204, 8348
2814, 46, 1917250, 8349
120, 423, 1917673, 8350
49, 31, 1917704, 8351
2090, 531, 1918235, 8352
70, 48, 1918283, 8353
553, 189, 1918472, 8354
18, 177, 1918649, 8355
25, 355, 1919004, 8356
215, 92, 1919096, 8357
2083, 50, 1919146, 8358
302, 421, 1919567, 8359
1879, 97, 1919664, 8360
83, 247, 1919911, 8361
363, 468, 1920379, 8362
81, 91, 1920470, 8363
139, 41, 1920511, 8364
76, 424, 1920935, 8365
231, 335, 1921270, 8366
2617, 32, 1921302, 8367
87, 113, 1921415, 8368
1823, 40, 1921455, 8369
478, 180, 1921635, 8370
296, 173, 1921808, 8371
117, 43, 1921851, 8372
1296, 229, 1922080, 8373
745, 97, 1922177, 8374
224, 387, 1922564, 8375
2954, 64, 1922628, 8376
3635, 31, 1922659, 8377
137, 139, 1922798, 8378
107, 177, 1922975, 8379
273, 493, 1923468, 8380
29, 153, 1923621, 8381
21, 855, 1924476, 8382
30, 83, 1924559, 8383
288, 181, 1924740, 8384
262, 155, 1924895, 8385
3871, 261, 1925156, 8386
60, 79, 1925235, 8387
1950, 410, 1925645, 8388
169, 61, 1925706, 8389
1045, 151, 1925857, 8390
2281, 132, 1925989, 8391
345, 300, 1926289, 8392
338, 34, 1926323, 8393
625, 399, 1926722, 8394
1034, 263, 1926985, 8395
2073, 659, 1927644, 8396
1167, 98, 1927742, 8397
185, 84, 1927826, 8398
197, 637, 1928463, 8399
1990, 25, 1928488, 8400
3800, 4, 1928492, 8401
1368, 253, 1928745, 8402
190, 320, 1929065, 8403
258, 455, 1929520, 8404
4055, 78, 1929598, 8405
70, 271, 1929869, 8406
160, 522, 1930391, 8407
292, 68, 1930459, 8408
82, 626, 1931085, 8409
95, 260, 1931345, 8410
102, 667, 1932012, 8411
72, 155, 1932167, 8412
95, 1, 1932168, 8413
3517, 96, 1932264, 8414
2648, 356, 1932620, 8415
795, 314, 1932934, 8416
2915, 41, 1932975, 8417
590, 165, 1933140, 8418
2435, 116, 1933256, 8419
159, 20, 1933276, 8420
249, 539, 1933815, 8421
228, 195, 1934010, 8422
18, 445, 1934455, 8423
4026, 172, 1934627, 8424
185, 6, 1934633, 8425
80, 28, 1934661, 8426
76, 148, 1934809, 8427
383, 119, 1934928, 8428
169, 108, 1935036, 8429
49, 384, 1935420, 8430
70, 243, 1935663, 8431
98, 213, 1935876, 8432
2362, 225, 1936101, 8433
117, 77, 1936178, 8434
232, 511, 1936689, 8435
2055, 113, 1936802, 8436
242, 10, 1936812, 8437
331, 478, 1937290, 8438
138, 167, 1937457, 8439
16, 430, 1937887, 8440
127, 147, 1938034, 8441
51, 37, 1938071, 8442
2832, 25, 1938096, 8443
4006, 695, 1938791, 8444
157, 52, 1938843, 8445
1559, 85, 1938928, 8446
572, 785, 1939713, 8447
68, 5, 1939718, 8448
429, 134, 1939852, 8449
138, 74, 1939926, 8450
453, 343, 1940269, 8451
175, 117, 1940386, 8452
108, 6, 1940392, 8453
91, 151, 1940543, 8454
1708, 236, 1940779, 8455
2539, 332, 1941111, 8456
1143, 624, 1941735, 8457
14, 424, 1942159, 8458
295, 78, 1942237, 8459
242, 461, 1942698, 8460
276, 334, 1943032, 8461
186, 309, 1943341, 8462
2801, 49, 1943390, 8463
984, 106, 1943496, 8464
46, 42, 1943538, 8465
606, 855, 1944393, 8466
616, 262, 1944655, 8467
586, 93, 1944748, 8468
3286, 133, 1944881, 8469
157, 242, 1945123, 8470
1817, 349, 1945472, 8471
530, 271, 1945743, 8472
302, 67, 1945810, 8473
2208, 246, 1946056, 8474
11, 74, 1946130, 8475
677, 622, 1946752, 8476
23, 517, 1947269, 8477
284, 317, 1947586, 8478
361, 113, 1947699, 8479
33, 46, 1947745, 8480
3125, 113, 1947858, 8481
318, 603, 1948461, 8482
0, 96, 1948557, 8483
2710, 126, 1948683, 8484
3525, 91, 1948774, 8485
3563, 323, 1949097, 8486
15, 319, 1949416, 8487
64, 207, 1949623, 8488
28, 203, 1949826, 8489
112, 261, 1950087, 8490
61, 151, 1950238, 8491
12, 261, 1950499, 8492
42, 16, 1950515, 8493
54, 8, 1950523, 8494
357, 57, 1950580, 8495
577, 81, 1950661, 8496
47, 211, 1950872, 8497
454, 78, 1950950, 8498
114, 1577, 1952527, 8499
240, 557, 1953084, 8500
17, 105, 1953189, 8501
249, 647, 1953836, 8502
1629, 466, 1954302, 8503
383, 296, 1954598, 8504
279, 121, 1954719, 8505
122, 20, 1954739, 8506
71, 811, 1955550, 8507
3740, 136, 1955686, 8508
276, 67, 1955753, 8509
3326, 119, 1955872, 8510
347, 106, 1955978, 8511
3303, 76, 1956054, 8512
899, 181, 1956235, 8513
304, 10, 1956245, 8514
228, 327, 1956572, 8515
254, 13, 1956585, 8516
32, 432, 1957017, 8517
417, 766, 1957783, 8518
735, 257, 1958040, 8519
185, 27, 1958067, 8520
433, 44, 1958111, 8521
200, 58, 1958169, 8522
256, 763, 1958932, 8523
196, 45, 1958977, 8524
465, 232, 1959209, 8525
43, 64, 1959273, 8526
10, 45, 1959318, 8527
38, 71, 1959389, 8528
53, 194, 1959583, 8529
1074, 134, 1959717, 8530
112, 221, 1959938, 8531
11, 218, 1960156, 8532
319, 686, 1960842, 8533
2605, 485, 1961327, 8534
997, 35, 1961362, 8535
3419, 117, 1961479, 8536
339, 132, 1961611, 8537
3633, 54, 1961665, 8538
364, 74, 1961739, 8539
334, 45, 1961784, 8540
25, 253, 1962037, 8541
2562, 177, 1962214, 8542
93, 74, 1962288, 8543
18, 185, 1962473, 8544
38, 379, 1962852, 8545
839, 295, 1963147, 8546
1193, 453, 1963600, 8547
3412, 56, 1963656, 8548
143, 61, 1963717, 8549
98, 365, 1964082, 8550
83, 80, 1964162, 8551
323, 22, 1964184, 8552
198, 286, 1964470, 8553
1061, 98, 1964568, 8554
514, 308, 1964876, 8555
409, 60, 1964936, 8556
795, 330, 1965266, 8557
927, 114, 1965380, 8558
2286, 56, 1965436, 8559
706, 40, 1965476, 8560
410, 534, 1966010, 8561
3091, 350, 1966360, 8562
112, 48, 1966408, 8563
174, 142, 1966550, 8564
2507, 263, 1966813, 8565
697, 279, 1967092, 8566
1665, 351, 1967443, 8567
450, 218, 1967661, 8568
1005, 403, 1968064, 8569
3821, 51, 1968115, 8570
107, 435, 1968550, 8571
293, 34, 1968584, 8572
20, 310, 1968894, 8573
3879, 1394, 1970288, 8574
20, 415, 1970703, 8575
1579, 40, 1970743, 8576
324, 95, 1970838, 8577
2899, 531, 1971369, 8578
152, 331, 1971700, 8579
126, 237, 1971937, 8580
133, 174, 1972111, 8581
179, 436, 1972547, 8582
434, 113, 1972660, 8583
74, 95, 1972755, 8584
1008, 172, 1972927, 8585
530, 576, 1973503, 8586
3678, 64, 1973567, 8587
217, 231, 1973798, 8588
13, 91, 1973889, 8589
144, 15, 1973904, 8590
22, 44, 1973948, 8591
430, 572, 1974520, 8592
254, 278, 1974798, 8593
88, 339, 1975137, 8594
4014, 161, 1975298, 8595
250, 123, 1975421, 8596
774, 6, 1975427, 8597
152, 117, 1975544, 8598
780, 312, 1975856, 8599
96, 2, 1975858, 8600
1929, 237, 1976095, 8601
293, 41, 1976136, 8602
106, 402, 1976538, 8603
341, 47, 1976585, 8604
76, 113, 1976698, 8605
436, 127, 1976825, 8606
148, 188, 1977013, 8607
411, 324, 1977337, 8608
1358, 45, 1977382, 8609
1759, 12, 1977394, 8610
53, 417, 1977811, 8611
532, 29, 1977840, 8612
155, 390, 1978230, 8613
15, 262, 1978492, 8614
265, 108, 1978600, 8615
3811, 549, 1979149, 8616
4048, 331, 1979480, 8617
750, 255, 1979735, 8618
38, 178, 1979913, 8619
210, 364, 1980277, 8620
958, 346, 1980623, 8621
3134, 368, 1980991, 8622
199, 277, 1981268, 8623
37, 188, 1981456, 8624
725, 124, 1981580, 8625
155, 39, 1981619, 8626
425, 288, 1981907, 8627
173, 280, 1982187, 8628
84, 25, 1982212, 8629
4026, 21, 1982233, 8630
153, 172, 1982405, 8631
660, 42, 1982447, 8632
208, 81, 1982528, 8633
82, 207, 1982735, 8634
49, 221, 1982956, 8635
193, 96, 1983052, 8636
160, 939, 1983991, 8637
2324, 91, 1984082, 8638
27, 284, 1984366, 8639
1707, 147, 1984513, 8640
3451, 404, 1984917, 8641
181, 225, 1985142, 8642
3375, 347, 1985489, 8643
32, 82, 1985571, 8644
966, 178, 1985749, 8645
213, 17, 1985766, 8646
1778, 141, 1985907, 8647
32, 112, 1986019, 8648
1420, 339, 1986358, 8649
3188, 377, 1986735, 8650
2245, 69, 1986804, 8651
55, 81, 1986885, 8652
2999, 279, 1987164, 8653
58, 94, 1987258, 8654
3926, 691, 1987949, 8655
1531, 96, 1988045, 8656
158, 251, 1988296, 8657
76, 101, 1988397, 8658
449, 64, 1988461, 8659
1214, 591, 1989052, 8660
825, 189, 1989241, 8661
80, 583, 1989824, 8662
3966, 152, 1989976, 8663
204, 108, 1990084, 8664
517, 230, 1990314, 8665
113, 650, 1990964, 8666
13, 315, 1991279, 8667
216, 102, 1991381, 8668
185, 97, 1991478, 8669
39, 101, 1991579, 8670
88, 145, 1991724, 8671
219, 57, 1991781, 8672
1243, 480, 1992261, 8673
3432, 105, 1992366, 8674
533, 37, 1992403, 8675
2421, 123, 1992526, 8676
232, 674, 1993200, 8677
1829, 934, 1994134, 8678
83, 121, 1994255, 8679
71, 60, 1994315, 8680
1006, 3, 1994318, 8681
1811, 16, 1994334, 8682
272, 68, 1994402, 8683
2375, 445, 1994847, 8684
96, 64, 1994911, 8685
319, 129, 1995040, 8686
339, 7, 1995047, 8687
213, 276, 1995323, 8688
131, 66, 1995389, 8689
