# Timer data started: Fri Mar 17 18:29:48 2023
# timer(10 ns), starts, total starts, total stops
2850, 957, 953418, 4187
120, 103, 953521, 4188
1814, 140, 953661, 4189
4090, 1002, 954663, 4190
3500, 197, 954860, 4191
423, 263, 955123, 4192
214, 302, 955425, 4193
578, 282, 955707, 4194
120, 463, 956170, 4195
195, 1080, 957250, 4196
2442, 31, 957281, 4197
3175, 352, 957633, 4198
3274, 398, 958031, 4199
272, 549, 958580, 4200
128, 397, 958977, 4201
103, 121, 959098, 4202
142, 1007, 960105, 4203
113, 70, 960175, 4204
1153, 201, 960376, 4205
2790, 150, 960526, 4206
272, 166, 960692, 4207
819, 240, 960932, 4208
221, 140, 961072, 4209
4043, 131, 961203, 4210
47, 226, 961429, 4211
278, 131, 961560, 4212
375, 1244, 962804, 4213
402, 62, 962866, 4214
746, 617, 963483, 4215
187, 124, 963607, 4216
108, 123, 963730, 4217
350, 338, 964068, 4218
512, 87, 964155, 4219
2771, 2, 964157, 4220
3596, 14, 964171, 4221
1829, 81, 964252, 4222
97, 315, 964567, 4223
216, 78, 964645, 4224
295, 34, 964679, 4225
105, 460, 965139, 4226
48, 496, 965635, 4227
293, 234, 965869, 4228
1268, 8, 965877, 4229
88, 73, 965950, 4230
142, 666, 966616, 4231
168, 116, 966732, 4232
3197, 560, 967292, 4233
2439, 832, 968124, 4234
2255, 125, 968249, 4235
2647, 687, 968936, 4236
12, 429, 969365, 4237
19, 161, 969526, 4238
208, 486, 970012, 4239
176, 247, 970259, 4240
313, 7, 970266, 4241
3460, 12, 970278, 4242
1229, 83, 970361, 4243
147, 5, 970366, 4244
3377, 150, 970516, 4245
2145, 211, 970727, 4246
88, 11, 970738, 4247
13, 179, 970917, 4248
50, 287, 971204, 4249
665, 188, 971392, 4250
237, 48, 971440, 4251
14, 70, 971510, 4252
434, 76, 971586, 4253
136, 74, 971660, 4254
2192, 425, 972085, 4255
3246, 134, 972219, 4256
1642, 11, 972230, 4257
175, 93, 972323, 4258
2131, 596, 972919, 4259
224, 49, 972968, 4260
2508, 550, 973518, 4261
1359, 163, 973681, 4262
272, 260, 973941, 4263
155, 710, 974651, 4264
20, 2, 974653, 4265
1027, 772, 975425, 4266
78, 64, 975489, 4267
204, 1252, 976741, 4268
3942, 21, 976762, 4269
261, 33, 976795, 4270
81, 733, 977528, 4271
132, 231, 977759, 4272
266, 17, 977776, 4273
130, 24, 977800, 4274
187, 118, 977918, 4275
574, 447, 978365, 4276
47, 869, 979234, 4277
395, 77, 979311, 4278
1196, 357, 979668, 4279
340, 82, 979750, 4280
128, 200, 979950, 4281
582, 290, 980240, 4282
1151, 155, 980395, 4283
77, 62, 980457, 4284
2373, 113, 980570, 4285
3757, 94, 980664, 4286
297, 599, 981263, 4287
528, 707, 981970, 4288
298, 258, 982228, 4289
21, 222, 982450, 4290
3864, 20, 982470, 4291
996, 318, 982788, 4292
462, 37, 982825, 4293
91, 8, 982833, 4294
20, 19, 982852, 4295
37, 246, 983098, 4296
642, 262, 983360, 4297
350, 44, 983404, 4298
88, 80, 983484, 4299
33, 17, 983501, 4300
237, 138, 983639, 4301
33, 130, 983769, 4302
109, 3, 983772, 4303
291, 29, 983801, 4304
147, 1, 983802, 4305
28, 170, 983972, 4306
3498, 499, 984471, 4307
406, 296, 984767, 4308
836, 63, 984830, 4309
271, 633, 985463, 4310
3292, 512, 985975, 4311
141, 108, 986083, 4312
145, 328, 986411, 4313
639, 109, 986520, 4314
233, 90, 986610, 4315
434, 4, 986614, 4316
3691, 210, 986824, 4317
1023, 191, 987015, 4318
1016, 52, 987067, 4319
1342, 64, 987131, 4320
718, 226, 987357, 4321
2253, 16, 987373, 4322
2289, 21, 987394, 4323
64, 383, 987777, 4324
570, 54, 987831, 4325
1742, 247, 988078, 4326
1521, 71, 988149, 4327
929, 305, 988454, 4328
896, 134, 988588, 4329
9, 113, 988701, 4330
506, 139, 988840, 4331
27, 527, 989367, 4332
221, 23, 989390, 4333
2006, 50, 989440, 4334
180, 416, 989856, 4335
3381, 187, 990043, 4336
2222, 153, 990196, 4337
3683, 58, 990254, 4338
110, 84, 990338, 4339
25, 206, 990544, 4340
2725, 280, 990824, 4341
295, 34, 990858, 4342
139, 55, 990913, 4343
19, 157, 991070, 4344
230, 208, 991278, 4345
112, 422, 991700, 4346
570, 501, 992201, 4347
3995, 353, 992554, 4348
246, 14, 992568, 4349
39, 442, 993010, 4350
332, 202, 993212, 4351
4076, 117, 993329, 4352
194, 482, 993811, 4353
4082, 234, 994045, 4354
623, 81, 994126, 4355
413, 52, 994178, 4356
2748, 123, 994301, 4357
710, 168, 994469, 4358
2287, 14, 994483, 4359
308, 379, 994862, 4360
32, 91, 994953, 4361
3388, 133, 995086, 4362
10, 81, 995167, 4363
90, 18, 995185, 4364
267, 94, 995279, 4365
1482, 148, 995427, 4366
407, 30, 995457, 4367
240, 235, 995692, 4368
392, 77, 995769, 4369
442, 460, 996229, 4370
370, 88, 996317, 4371
256, 186, 996503, 4372
154, 830, 997333, 4373
292, 227, 997560, 4374
556, 223, 997783, 4375
147, 219, 998002, 4376
236, 174, 998176, 4377
678, 153, 998329, 4378
133, 693, 999022, 4379
1353, 147, 999169, 4380
2194, 59, 999228, 4381
243, 166, 999394, 4382
2569, 354, 999748, 4383
200, 125, 999873, 4384
1433, 165, 1000038, 4385
54, 288, 1000326, 4386
1845, 165, 1000491, 4387
220, 37, 1000528, 4388
188, 591, 1001119, 4389
431, 10, 1001129, 4390
24, 11, 1001140, 4391
3383, 420, 1001560, 4392
77, 76, 1001636, 4393
16, 54, 1001690, 4394
160, 298, 1001988, 4395
3105, 113, 1002101, 4396
137, 674, 1002775, 4397
3278, 51, 1002826, 4398
42, 78, 1002904, 4399
3209, 141, 1003045, 4400
1207, 72, 1003117, 4401
121, 37, 1003154, 4402
142, 67, 1003221, 4403
145, 352, 1003573, 4404
1572, 375, 1003948, 4405
376, 111, 1004059, 4406
103, 263, 1004322, 4407
419, 34, 1004356, 4408
46, 50, 1004406, 4409
120, 58, 1004464, 4410
1197, 149, 1004613, 4411
377, 161, 1004774, 4412
371, 962, 1005736, 4413
42, 393, 1006129, 4414
110, 217, 1006346, 4415
83, 253, 1006599, 4416
945, 322, 1006921, 4417
1030, 120, 1007041, 4418
133, 533, 1007574, 4419
3083, 386, 1007960, 4420
92, 8, 1007968, 4421
157, 125, 1008093, 4422
0, 240, 1008333, 4423
78, 303, 1008636, 4424
3100, 127, 1008763, 4425
2442, 27, 1008790, 4426
887, 153, 1008943, 4427
2038, 190, 1009133, 4428
559, 499, 1009632, 4429
263, 207, 1009839, 4430
175, 28, 1009867, 4431
3430, 38, 1009905, 4432
2684, 25, 1009930, 4433
486, 109, 1010039, 4434
438, 454, 1010493, 4435
335, 19, 1010512, 4436
42, 897, 1011409, 4437
2473, 17, 1011426, 4438
286, 129, 1011555, 4439
34, 738, 1012293, 4440
191, 46, 1012339, 4441
194, 76, 1012415, 4442
111, 439, 1012854, 4443
2906, 375, 1013229, 4444
3457, 81, 1013310, 4445
2841, 108, 1013418, 4446
309, 473, 1013891, 4447
94, 267, 1014158, 4448
2002, 9, 1014167, 4449
143, 325, 1014492, 4450
73, 251, 1014743, 4451
29, 241, 1014984, 4452
703, 122, 1015106, 4453
403, 242, 1015348, 4454
679, 102, 1015450, 4455
49, 194, 1015644, 4456
189, 8, 1015652, 4457
309, 339, 1015991, 4458
109, 60, 1016051, 4459
150, 92, 1016143, 4460
1180, 736, 1016879, 4461
252, 78, 1016957, 4462
473, 390, 1017347, 4463
526, 571, 1017918, 4464
149, 134, 1018052, 4465
1517, 806, 1018858, 4466
252, 227, 1019085, 4467
916, 9, 1019094, 4468
405, 13, 1019107, 4469
136, 251, 1019358, 4470
2567, 216, 1019574, 4471
68, 87, 1019661, 4472
1581, 95, 1019756, 4473
543, 31, 1019787, 4474
124, 121, 1019908, 4475
119, 309, 1020217, 4476
4065, 198, 1020415, 4477
64, 198, 1020613, 4478
2066, 182, 1020795, 4479
96, 289, 1021084, 4480
2566, 163, 1021247, 4481
225, 137, 1021384, 4482
150, 175, 1021559, 4483
305, 64, 1021623, 4484
909, 330, 1021953, 4485
58, 102, 1022055, 4486
174, 9, 1022064, 4487
656, 24, 1022088, 4488
57, 176, 1022264, 4489
32, 102, 1022366, 4490
157, 697, 1023063, 4491
153, 77, 1023140, 4492
215, 564, 1023704, 4493
1763, 155, 1023859, 4494
3275, 436, 1024295, 4495
1834, 346, 1024641, 4496
761, 205, 1024846, 4497
2648, 1, 1024847, 4498
36, 90, 1024937, 4499
628, 170, 1025107, 4500
119, 220, 1025327, 4501
34, 293, 1025620, 4502
402, 303, 1025923, 4503
18, 216, 1026139, 4504
2150, 560, 1026699, 4505
46, 287, 1026986, 4506
342, 118, 1027104, 4507
726, 177, 1027281, 4508
2670, 158, 1027439, 4509
3283, 139, 1027578, 4510
470, 154, 1027732, 4511
84, 169, 1027901, 4512
41, 619, 1028520, 4513
809, 270, 1028790, 4514
247, 426, 1029216, 4515
3640, 44, 1029260, 4516
49, 118, 1029378, 4517
4004, 243, 1029621, 4518
121, 67, 1029688, 4519
3308, 8, 1029696, 4520
239, 12, 1029708, 4521
83, 140, 1029848, 4522
102, 142, 1029990, 4523
627, 338, 1030328, 4524
160, 222, 1030550, 4525
2187, 309, 1030859, 4526
37, 25, 1030884, 4527
25, 541, 1031425, 4528
853, 283, 1031708, 4529
874, 66, 1031774, 4530
88, 1, 1031775, 4531
84, 18, 1031793, 4532
1392, 39, 1031832, 4533
29, 612, 1032444, 4534
174, 259, 1032703, 4535
180, 401, 1033104, 4536
129, 387, 1033491, 4537
2221, 313, 1033804, 4538
286, 592, 1034396, 4539
25, 18, 1034414, 4540
28, 187, 1034601, 4541
3883, 809, 1035410, 4542
1106, 69, 1035479, 4543
81, 88, 1035567, 4544
156, 429, 1035996, 4545
1079, 379, 1036375, 4546
1165, 29, 1036404, 4547
48, 497, 1036901, 4548
74, 72, 1036973, 4549
2396, 213, 1037186, 4550
50, 446, 1037632, 4551
464, 228, 1037860, 4552
227, 73, 1037933, 4553
112, 1, 1037934, 4554
168, 81, 1038015, 4555
2662, 46, 1038061, 4556
2912, 35, 1038096, 4557
29, 466, 1038562, 4558
1785, 19, 1038581, 4559
655, 172, 1038753, 4560
2436, 393, 1039146, 4561
3072, 421, 1039567, 4562
180, 135, 1039702, 4563
3983, 32, 1039734, 4564
354, 177, 1039911, 4565
332, 215, 1040126, 4566
670, 86, 1040212, 4567
115, 217, 1040429, 4568
371, 476, 1040905, 4569
2547, 216, 1041121, 4570
149, 94, 1041215, 4571
35, 72, 1041287, 4572
516, 402, 1041689, 4573
165, 272, 1041961, 4574
102, 340, 1042301, 4575
20, 37, 1042338, 4576
1858, 110, 1042448, 4577
2971, 220, 1042668, 4578
2002, 146, 1042814, 4579
890, 332, 1043146, 4580
196, 36, 1043182, 4581
68, 564, 1043746, 4582
700, 760, 1044506, 4583
250, 30, 1044536, 4584
155, 89, 1044625, 4585
3721, 1219, 1045844, 4586
257, 168, 1046012, 4587
39, 391, 1046403, 4588
107, 331, 1046734, 4589
3783, 244, 1046978, 4590
94, 145, 1047123, 4591
116, 52, 1047175, 4592
131, 46, 1047221, 4593
427, 394, 1047615, 4594
2745, 530, 1048145, 4595
2923, 85, 1048230, 4596
1985, 82, 1048312, 4597
140, 10, 1048322, 4598
789, 48, 1048370, 4599
3894, 9, 1048379, 4600
624, 137, 1048516, 4601
64, 181, 1048697, 4602
199, 198, 1048895, 4603
354, 5, 1048900, 4604
149, 12, 1048912, 4605
11, 136, 1049048, 4606
3511, 713, 1049761, 4607
4081, 147, 1049908, 4608
74, 344, 1050252, 4609
483, 167, 1050419, 4610
212, 266, 1050685, 4611
425, 27, 1050712, 4612
13, 36, 1050748, 4613
4092, 301, 1051049, 4614
550, 109, 1051158, 4615
25, 496, 1051654, 4616
43, 113, 1051767, 4617
2349, 101, 1051868, 4618
341, 144, 1052012, 4619
29, 294, 1052306, 4620
971, 51, 1052357, 4621
182, 422, 1052779, 4622
439, 36, 1052815, 4623
82, 122, 1052937, 4624
1448, 161, 1053098, 4625
3768, 441, 1053539, 4626
2027, 415, 1053954, 4627
1848, 65, 1054019, 4628
261, 53, 1054072, 4629
159, 72, 1054144, 4630
403, 317, 1054461, 4631
1747, 26, 1054487, 4632
90, 120, 1054607, 4633
124, 102, 1054709, 4634
821, 743, 1055452, 4635
597, 31, 1055483, 4636
131, 3, 1055486, 4637
140, 92, 1055578, 4638
737, 31, 1055609, 4639
53, 119, 1055728, 4640
3477, 139, 1055867, 4641
708, 342, 1056209, 4642
933, 236, 1056445, 4643
1203, 335, 1056780, 4644
298, 188, 1056968, 4645
101, 32, 1057000, 4646
853, 144, 1057144, 4647
311, 305, 1057449, 4648
424, 7, 1057456, 4649
1343, 146, 1057602, 4650
37, 153, 1057755, 4651
174, 230, 1057985, 4652
177, 63, 1058048, 4653
2548, 9, 1058057, 4654
104, 4, 1058061, 4655
89, 233, 1058294, 4656
2201, 20, 1058314, 4657
259, 143, 1058457, 4658
649, 502, 1058959, 4659
170, 4, 1058963, 4660
809, 126, 1059089, 4661
141, 204, 1059293, 4662
411, 89, 1059382, 4663
181, 74, 1059456, 4664
154, 30, 1059486, 4665
261, 161, 1059647, 4666
971, 159, 1059806, 4667
3535, 19, 1059825, 4668
228, 43, 1059868, 4669
110, 147, 1060015, 4670
231, 128, 1060143, 4671
1963, 98, 1060241, 4672
200, 28, 1060269, 4673
333, 38, 1060307, 4674
70, 18, 1060325, 4675
16, 4, 1060329, 4676
54, 13, 1060342, 4677
3898, 309, 1060651, 4678
737, 1, 1060652, 4679
46, 55, 1060707, 4680
27, 43, 1060750, 4681
272, 341, 1061091, 4682
452, 374, 1061465, 4683
173, 11, 1061476, 4684
3098, 275, 1061751, 4685
78, 29, 1061780, 4686
127, 19, 1061799, 4687
151, 32, 1061831, 4688
2590, 825, 1062656, 4689
204, 25, 1062681, 4690
133, 124, 1062805, 4691
278, 147, 1062952, 4692
3847, 372, 1063324, 4693
22, 344, 1063668, 4694
414, 201, 1063869, 4695
2402, 54, 1063923, 4696
1386, 101, 1064024, 4697
3331, 69, 1064093, 4698
122, 258, 1064351, 4699
473, 78, 1064429, 4700
1185, 33, 1064462, 4701
65, 274, 1064736, 4702
152, 32, 1064768, 4703
2449, 213, 1064981, 4704
478, 88, 1065069, 4705
75, 108, 1065177, 4706
191, 275, 1065452, 4707
1606, 304, 1065756, 4708
31, 13, 1065769, 4709
2180, 157, 1065926, 4710
2355, 120, 1066046, 4711
66, 382, 1066428, 4712
131, 30, 1066458, 4713
3698, 354, 1066812, 4714
68, 714, 1067526, 4715
12, 225, 1067751, 4716
3544, 22, 1067773, 4717
768, 109, 1067882, 4718
286, 290, 1068172, 4719
48, 262, 1068434, 4720
188, 1021, 1069455, 4721
135, 241, 1069696, 4722
89, 243, 1069939, 4723
66, 416, 1070355, 4724
1994, 24, 1070379, 4725
223, 136, 1070515, 4726
3514, 32, 1070547, 4727
86, 337, 1070884, 4728
71, 113, 1070997, 4729
3604, 10, 1071007, 4730
1359, 234, 1071241, 4731
22, 538, 1071779, 4732
4048, 83, 1071862, 4733
159, 46, 1071908, 4734
143, 470, 1072378, 4735
1044, 145, 1072523, 4736
3917, 261, 1072784, 4737
847, 349, 1073133, 4738
434, 222, 1073355, 4739
63, 930, 1074285, 4740
353, 384, 1074669, 4741
10, 13, 1074682, 4742
3572, 261, 1074943, 4743
310, 154, 1075097, 4744
117, 148, 1075245, 4745
2391, 78, 1075323, 4746
84, 432, 1075755, 4747
84, 42, 1075797, 4748
113, 185, 1075982, 4749
464, 334, 1076316, 4750
221, 346, 1076662, 4751
1345, 1075, 1077737, 4752
2209, 101, 1077838, 4753
28, 12, 1077850, 4754
290, 137, 1077987, 4755
24, 131, 1078118, 4756
2215, 7, 1078125, 4757
27, 490, 1078615, 4758
135, 583, 1079198, 4759
2990, 82, 1079280, 4760
654, 386, 1079666, 4761
233, 41, 1079707, 4762
386, 130, 1079837, 4763
1966, 192, 1080029, 4764
3542, 204, 1080233, 4765
2134, 141, 1080374, 4766
139, 345, 1080719, 4767
1731, 479, 1081198, 4768
480, 45, 1081243, 4769
87, 107, 1081350, 4770
95, 458, 1081808, 4771
180, 694, 1082502, 4772
106, 258, 1082760, 4773
3075, 188, 1082948, 4774
303, 172, 1083120, 4775
182, 50, 1083170, 4776
259, 37, 1083207, 4777
594, 118, 1083325, 4778
4078, 74, 1083399, 4779
774, 1025, 1084424, 4780
365, 24, 1084448, 4781
1747, 241, 1084689, 4782
429, 742, 1085431, 4783
307, 532, 1085963, 4784
4052, 666, 1086629, 4785
61, 232, 1086861, 4786
1931, 8, 1086869, 4787
644, 136, 1087005, 4788
112, 456, 1087461, 4789
370, 364, 1087825, 4790
421, 553, 1088378, 4791
3547, 586, 1088964, 4792
3141, 297, 1089261, 4793
1911, 542, 1089803, 4794
389, 152, 1089955, 4795
90, 15, 1089970, 4796
2664, 105, 1090075, 4797
142, 118, 1090193, 4798
799, 69, 1090262, 4799
111, 77, 1090339, 4800
517, 138, 1090477, 4801
394, 221, 1090698, 4802
13, 37, 1090735, 4803
53, 263, 1090998, 4804
340, 70, 1091068, 4805
605, 328, 1091396, 4806
493, 115, 1091511, 4807
469, 38, 1091549, 4808
73, 73, 1091622, 4809
96, 107, 1091729, 4810
309, 17, 1091746, 4811
2452, 96, 1091842, 4812
109, 67, 1091909, 4813
43, 279, 1092188, 4814
1169, 68, 1092256, 4815
3997, 211, 1092467, 4816
163, 25, 1092492, 4817
866, 14, 1092506, 4818
274, 123, 1092629, 4819
41, 325, 1092954, 4820
36, 49, 1093003, 4821
171, 369, 1093372, 4822
144, 484, 1093856, 4823
267, 67, 1093923, 4824
492, 368, 1094291, 4825
351, 347, 1094638, 4826
796, 229, 1094867, 4827
129, 627, 1095494, 4828
2480, 128, 1095622, 4829
471, 14, 1095636, 4830
359, 583, 1096219, 4831
111, 3, 1096222, 4832
67, 96, 1096318, 4833
240, 265, 1096583, 4834
62, 527, 1097110, 4835
368, 30, 1097140, 4836
47, 45, 1097185, 4837
3242, 32, 1097217, 4838
633, 97, 1097314, 4839
32, 144, 1097458, 4840
669, 310, 1097768, 4841
159, 218, 1097986, 4842
17, 323, 1098309, 4843
119, 392, 1098701, 4844
201, 6, 1098707, 4845
57, 220, 1098927, 4846
869, 375, 1099302, 4847
3311, 52, 1099354, 4848
651, 112, 1099466, 4849
3069, 380, 1099846, 4850
2323, 271, 1100117, 4851
2268, 588, 1100705, 4852
439, 20, 1100725, 4853
153, 438, 1101163, 4854
235, 68, 1101231, 4855
28, 240, 1101471, 4856
1577, 332, 1101803, 4857
38, 523, 1102326, 4858
3520, 209, 1102535, 4859
60, 192, 1102727, 4860
170, 85, 1102812, 4861
374, 44, 1102856, 4862
53, 15, 1102871, 4863
246, 95, 1102966, 4864
548, 202, 1103168, 4865
166, 244, 1103412, 4866
159, 209, 1103621, 4867
379, 141, 1103762, 4868
96, 199, 1103961, 4869
158, 81, 1104042, 4870
352, 86, 1104128, 4871
3346, 145, 1104273, 4872
3440, 380, 1104653, 4873
1703, 122, 1104775, 4874
71, 99, 1104874, 4875
232, 149, 1105023, 4876
18, 43, 1105066, 4877
294, 47, 1105113, 4878
51, 45, 1105158, 4879
76, 366, 1105524, 4880
28, 38, 1105562, 4881
2938, 344, 1105906, 4882
3857, 195, 1106101, 4883
18, 383, 1106484, 4884
3896, 597, 1107081, 4885
252, 216, 1107297, 4886
137, 60, 1107357, 4887
36, 49, 1107406, 4888
306, 289, 1107695, 4889
363, 295, 1107990, 4890
57, 99, 1108089, 4891
137, 173, 1108262, 4892
195, 713, 1108975, 4893
32, 88, 1109063, 4894
3927, 64, 1109127, 4895
278, 249, 1109376, 4896
4059, 63, 1109439, 4897
3106, 320, 1109759, 4898
710, 218, 1109977, 4899
2591, 160, 1110137, 4900
242, 72, 1110209, 4901
164, 197, 1110406, 4902
3486, 75, 1110481, 4903
456, 498, 1110979, 4904
119, 636, 1111615, 4905
130, 25, 1111640, 4906
303, 20, 1111660, 4907
185, 30, 1111690, 4908
3493, 312, 1112002, 4909
298, 156, 1112158, 4910
2361, 290, 1112448, 4911
18, 211, 1112659, 4912
131, 131, 1112790, 4913
251, 1261, 1114051, 4914
149, 224, 1114275, 4915
193, 310, 1114585, 4916
99, 109, 1114694, 4917
2226, 382, 1115076, 4918
71, 462, 1115538, 4919
154, 169, 1115707, 4920
758, 1, 1115708, 4921
2293, 29, 1115737, 4922
622, 28, 1115765, 4923
2644, 299, 1116064, 4924
103, 323, 1116387, 4925
67, 195, 1116582, 4926
232, 92, 1116674, 4927
73, 47, 1116721, 4928
320, 188, 1116909, 4929
458, 135, 1117044, 4930
2474, 662, 1117706, 4931
396, 317, 1118023, 4932
881, 186, 1118209, 4933
3481, 129, 1118338, 4934
526, 219, 1118557, 4935
1706, 118, 1118675, 4936
2574, 61, 1118736, 4937
893, 105, 1118841, 4938
55, 93, 1118934, 4939
489, 296, 1119230, 4940
1856, 547, 1119777, 4941
92, 46, 1119823, 4942
16, 240, 1120063, 4943
2140, 93, 1120156, 4944
187, 9, 1120165, 4945
32, 213, 1120378, 4946
2812, 115, 1120493, 4947
624, 40, 1120533, 4948
2162, 35, 1120568, 4949
3503, 40, 1120608, 4950
922, 130, 1120738, 4951
239, 473, 1121211, 4952
251, 135, 1121346, 4953
95, 96, 1121442, 4954
2255, 96, 1121538, 4955
3850, 48, 1121586, 4956
3373, 576, 1122162, 4957
411, 114, 1122276, 4958
3655, 30, 1122306, 4959
54, 375, 1122681, 4960
387, 1301, 1123982, 4961
1810, 98, 1124080, 4962
264, 609, 1124689, 4963
201, 45, 1124734, 4964
2222, 147, 1124881, 4965
80, 86, 1124967, 4966
185, 585, 1125552, 4967
1920, 199, 1125751, 4968
2231, 2, 1125753, 4969
257, 182, 1125935, 4970
16, 454, 1126389, 4971
51, 406, 1126795, 4972
2863, 86, 1126881, 4973
387, 240, 1127121, 4974
2260, 652, 1127773, 4975
501, 48, 1127821, 4976
2837, 302, 1128123, 4977
1814, 309, 1128432, 4978
100, 87, 1128519, 4979
195, 54, 1128573, 4980
268, 152, 1128725, 4981
134, 286, 1129011, 4982
3601, 1112, 1130123, 4983
48, 7, 1130130, 4984
2248, 212, 1130342, 4985
254, 69, 1130411, 4986
2921, 219, 1130630, 4987
3538, 13, 1130643, 4988
16, 208, 1130851, 4989
1711, 147, 1130998, 4990
247, 368, 1131366, 4991
2315, 48, 1131414, 4992
235, 103, 1131517, 4993
108, 303, 1131820, 4994
81, 475, 1132295, 4995
246, 269, 1132564, 4996
36, 104, 1132668, 4997
130, 738, 1133406, 4998
351, 14, 1133420, 4999
92, 9, 1133429, 5000
258, 158, 1133587, 5001
14, 80, 1133667, 5002
156, 145, 1133812, 5003
89, 11, 1133823, 5004
120, 167, 1133990, 5005
349, 179, 1134169, 5006
857, 232, 1134401, 5007
1374, 167, 1134568, 5008
22, 340, 1134908, 5009
128, 136, 1135044, 5010
103, 165, 1135209, 5011
3832, 108, 1135317, 5012
303, 151, 1135468, 5013
42, 733, 1136201, 5014
910, 169, 1136370, 5015
49, 3, 1136373, 5016
1578, 18, 1136391, 5017
336, 216, 1136607, 5018
319, 239, 1136846, 5019
96, 3, 1136849, 5020
1673, 95, 1136944, 5021
2218, 156, 1137100, 5022
2559, 344, 1137444, 5023
3095, 48, 1137492, 5024
168, 281, 1137773, 5025
362, 265, 1138038, 5026
34, 573, 1138611, 5027
2335, 347, 1138958, 5028
850, 182, 1139140, 5029
83, 106, 1139246, 5030
1705, 359, 1139605, 5031
1433, 82, 1139687, 5032
399, 28, 1139715, 5033
80, 75, 1139790, 5034
1370, 4, 1139794, 5035
347, 204, 1139998, 5036
595, 69, 1140067, 5037
52, 1126, 1141193, 5038
28, 349, 1141542, 5039
277, 27, 1141569, 5040
107, 416, 1141985, 5041
98, 445, 1142430, 5042
53, 267, 1142697, 5043
400, 143, 1142840, 5044
1245, 75, 1142915, 5045
169, 45, 1142960, 5046
179, 28, 1142988, 5047
2470, 46, 1143034, 5048
119, 18, 1143052, 5049
1122, 28, 1143080, 5050
442, 1497, 1144577, 5051
347, 126, 1144703, 5052
45, 223, 1144926, 5053
448, 71, 1144997, 5054
113, 10, 1145007, 5055
298, 376, 1145383, 5056
3621, 1106, 1146489, 5057
282, 883, 1147372, 5058
1141, 166, 1147538, 5059
147, 33, 1147571, 5060
2548, 387, 1147958, 5061
358, 382, 1148340, 5062
40, 163, 1148503, 5063
163, 145, 1148648, 5064
504, 326, 1148974, 5065
16, 196, 1149170, 5066
352, 428, 1149598, 5067
2643, 19, 1149617, 5068
25, 18, 1149635, 5069
20, 255, 1149890, 5070
62, 100, 1149990, 5071
3754, 561, 1150551, 5072
1922, 62, 1150613, 5073
3021, 571, 1151184, 5074
321, 2, 1151186, 5075
507, 150, 1151336, 5076
80, 780, 1152116, 5077
1265, 29, 1152145, 5078
546, 123, 1152268, 5079
138, 131, 1152399, 5080
80, 656, 1153055, 5081
231, 261, 1153316, 5082
1084, 6, 1153322, 5083
80, 18, 1153340, 5084
2363, 147, 1153487, 5085
47, 334, 1153821, 5086
55, 140, 1153961, 5087
77, 368, 1154329, 5088
183, 421, 1154750, 5089
242, 161, 1154911, 5090
467, 836, 1155747, 5091
3408, 95, 1155842, 5092
317, 23, 1155865, 5093
433, 1138, 1157003, 5094
188, 345, 1157348, 5095
1886, 222, 1157570, 5096
3021, 180, 1157750, 5097
108, 615, 1158365, 5098
3728, 188, 1158553, 5099
203, 20, 1158573, 5100
379, 48, 1158621, 5101
783, 92, 1158713, 5102
73, 286, 1158999, 5103
286, 222, 1159221, 5104
89, 177, 1159398, 5105
450, 412, 1159810, 5106
399, 112, 1159922, 5107
3517, 358, 1160280, 5108
3152, 348, 1160628, 5109
543, 173, 1160801, 5110
62, 19, 1160820, 5111
18, 377, 1161197, 5112
186, 130, 1161327, 5113
2205, 57, 1161384, 5114
83, 71, 1161455, 5115
15, 364, 1161819, 5116
2393, 397, 1162216, 5117
143, 241, 1162457, 5118
2662, 77, 1162534, 5119
1921, 171, 1162705, 5120
12, 254, 1162959, 5121
27, 51, 1163010, 5122
2094, 329, 1163339, 5123
28, 114, 1163453, 5124
152, 1, 1163454, 5125
1840, 49, 1163503, 5126
310, 51, 1163554, 5127
266, 183, 1163737, 5128
2298, 212, 1163949, 5129
9, 1, 1163950, 5130
104, 324, 1164274, 5131
44, 366, 1164640, 5132
99, 177, 1164817, 5133
256, 173, 1164990, 5134
370, 260, 1165250, 5135
178, 18, 1165268, 5136
575, 3, 1165271, 5137
105, 498, 1165769, 5138
1054, 659, 1166428, 5139
258, 357, 1166785, 5140
923, 2, 1166787, 5141
3494, 208, 1166995, 5142
2421, 591, 1167586, 5143
141, 422, 1168008, 5144
2088, 47, 1168055, 5145
106, 117, 1168172, 5146
355, 235, 1168407, 5147
155, 526, 1168933, 5148
213, 18, 1168951, 5149
56, 33, 1168984, 5150
91, 8, 1168992, 5151
290, 350, 1169342, 5152
76, 101, 1169443, 5153
312, 30, 1169473, 5154
3386, 260, 1169733, 5155
82, 6, 1169739, 5156
2534, 81, 1169820, 5157
555, 706, 1170526, 5158
3045, 191, 1170717, 5159
1509, 6, 1170723, 5160
518, 622, 1171345, 5161
3583, 266, 1171611, 5162
1982, 439, 1172050, 5163
160, 217, 1172267, 5164
2505, 16, 1172283, 5165
24, 705, 1172988, 5166
189, 54, 1173042, 5167
169, 112, 1173154, 5168
586, 93, 1173247, 5169
172, 129, 1173376, 5170
995, 34, 1173410, 5171
147, 115, 1173525, 5172
2935, 227, 1173752, 5173
3607, 193, 1173945, 5174
20, 323, 1174268, 5175
